is_sarcastic,headline,article_link
0, Lãi suất điều hành giảm, https://thanhnien.vn/lai-suat-dieu-hanh-giam-lai-vay-co-di-xuong-185230616172353788.htm
0, TP.HCM xử phạt 2 phụ nữ thông tin sai vụ 2 trụ sở xã ở Đắk Lắk bị tấn công, https://thanhnien.vn/tphcm-xu-phat-2-phu-nu-thong-tin-sai-vu-2-tru-so-xa-o-dak-lak-bi-tan-cong-185230617090055865.htm
0, Tây Ninh: Bắt băng đòi nợ thuê đến đập phá tài sản con nợ, https://thanhnien.vn/tay-ninh-bat-bang-doi-no-thue-den-dap-pha-tai-san-con-no-185230617144219233.htm
0, Tây Ninh: Triệt phá sòng đá gà tại quán cà phê Cây Vú Sữa, https://thanhnien.vn/tay-ninh-triet-pha-song-da-ga-tai-quan-ca-phe-cay-vu-sua-185230617153145736.htm
0, Hải Phòng: Điều tra nghi án nam thanh niên bị sát hại bằng điện, https://thanhnien.vn/hai-phong-dieu-tra-nghi-an-nam-thanh-nien-bi-sat-hai-bang-dien-1852306171617078.htm
0, Cách giúp gan phục hồi sau tổn thương, https://vnexpress.net/cach-giup-gan-phuc-hoi-sau-ton-thuong-4607206.html
0, Biến chứng tổn thương gan do bệnh basedow, https://vnexpress.net/bien-chung-ton-thuong-gan-do-benh-basedow-4605695.html
0, Nguy cơ khủng hoảng nhà ở toàn cầu, https://vnexpress.net/nguy-co-khung-hoang-nha-o-toan-cau-4618276.html
0, Loạt đường sẽ mở mới quanh Aeon Mall Hà Đông, https://vnexpress.net/loat-duong-se-mo-moi-quanh-aeon-mall-ha-dong-4618255.html
0, Con tin của nhóm vũ trang ở Đăk Lăk: 'Luôn bị dí súng vào đầu', https://vnexpress.net/con-tin-cua-nhom-vu-trang-o-dak-lak-luon-bi-di-sung-vao-dau-4618324.html
0, Trận đấu bóng đá giao hữu đầy ý nghĩa, https://thanhnien.vn/tran-dau-bong-da-giao-huu-day-y-nghia-185230617203446936.htm
0, Thủ tướng tin tưởng An Giang đã nói là làm, https://laodong.vn/thoi-su/thu-tuong-tin-tuong-an-giang-da-noi-la-lam-da-di-la-den-da-ban-la-thong-1205976.ldo
0, Trách nhiệm của cơ quan quản lý chuyên ngành tại cửa khẩu biên giới, https://laodong.vn/thoi-su/trach-nhiem-cua-co-quan-quan-ly-chuyen-nganh-tai-cua-khau-bien-gioi-1205696.ldo
0, Bầu bổ sung Ban Thường vụ, https://laodong.vn/thoi-su/bau-bo-sung-ban-thuong-vu-chu-tich-cao-bang-gui-thu-keu-goi-cai-dat-vneid-1205689.ldo
0, Điểm chuẩn đánh giá năng lực chênh lệch, https://laodong.vn/giao-duc/diem-chuan-danh-gia-nang-luc-chenh-lech-nhieu-truong-lay-duoi-trung-binh-1206005.ldon
0, Bảo hiểm Sun Life Việt Nam và nghịch lý doanh thu càng tăng càng lỗ đậm, https://laodong.vn/kinh-doanh/bao-hiem-sun-life-viet-nam-va-nghich-ly-doanh-thu-cang-tang-cang-lo-dam-1205914.ldo
1, Người thân Vũ Linh 'không nhìn mặt nhau' vì tranh chấp tài sản, https://vnexpress.net/nguoi-than-vu-linh-khong-nhin-mat-nhau-vi-tranh-chap-tai-san-4618327.html
1, Tranh Hai Bà Trưng trên đồng hồ Thụy Sĩ bị nghi 'đạo' họa sĩ Việt, https://vnexpress.net/tranh-hai-ba-trung-tren-dong-ho-thuy-si-bi-nghi-dao-hoa-si-viet-4613961.html
1, Lộ bằng chứng Quang Anh thua cuộc ở vòng 2 Rap Việt?, https://kenh14.vn/lo-bang-chung-quang-anh-thua-cuoc-o-vong-2-rap-viet-20230618105218352.chn
1, Diện bikini thả dáng nóng bỏng trên du thuyền, https://kenh14.vn/dien-bikini-tha-dang-nong-bong-tren-du-thuyen-phuong-oanh-bi-boc-loat-dac-diem-khac-la-20230618090031724.chn
1, Hồ Ngọc Hà: 'Tôi cảm thấy rất thương cho bạn trai Thanh Hằng', https://kenh14.vn/ho-ngoc-ha-toi-cam-thay-rat-thuong-cho-ban-trai-thanh-hang-20230617210441797.chn
1, Song Hye Kyo vẫn giữ mối quan hệ tốt với người bạn thân này của chồng cũ?, https://kenh14.vn/song-hye-kyo-van-giu-moi-quan-he-tot-voi-nguoi-ban-than-nay-cua-chong-cu-20230617184108085.chn
1, Tranh cãi về việc Lisa phân biệt đối xử ra mặt với người hâm mộ, https://kenh14.vn/tranh-cai-ve-viec-lisa-phan-biet-doi-xu-ra-mat-voi-nguoi-ham-mo-20230617183643263.chn
1, Xuất hiện nữ chính gây thất vọng nhất hiện nay, https://kenh14.vn/xuat-hien-nu-chinh-gay-that-vong-nhat-hien-nay-la-anh-hau-nhung-dien-khong-noi-vi-vai-qua-kho-20230617113713544.chn
1, 160 triệu người xem ảnh Lâm Chí Linh mặc áo tắm, https://kenh14.vn/160-trieu-nguoi-xem-anh-lam-chi-linh-mac-ao-tam-20230617172219698.chn
1, Vừa tuyên bố trở lại showbiz, https://kenh14.vn/vua-tuyen-bo-tro-lai-showbiz-hoai-lam-da-bi-che-20230617123012603.chn
1, 2k1 được bố mẹ “hộ tống” đi thi Rap Việt, https://kenh14.vn/2k1-duoc-bo-me-ho-tong-di-thi-rap-viet-2023061809192553.chn
1, TGiới thiệu người yêu với bạn thân, https://kenh14.vn/gioi-thieu-nguoi-yeu-voi-ban-than-khong-ngo-duoc-khuyen-chia-tay-gap-20230617075628612.chn
1, Vợ cũ Đan Trường khoe ảnh gia đình hạnh phúc dù đã 'đường ai nấy đi'?, https://kenh14.vn/vo-cu-dan-truong-khoe-anh-gia-dinh-hanh-phuc-du-da-duong-ai-nay-di-20230615204549275.chn
1, Bảo Thy khoe sắc vóc nuột nà, https://kenh14.vn/bao-thy-khoe-sac-voc-nuot-na-tu-nhan-la-thanh-vien-thu-5-cua-blackpink-20230614191822811.chn
1, Người đàn ông gây sốc khi để vợ nuôi 100%, https://kenh14.vn/nguoi-dan-ong-gay-soc-khi-de-vo-nuoi-100-con-xin-them-nhan-tinh-100-trieu-20230616124422506.chn
1, Người giàu Trung Quốc thất vọng về 'visa Vàng' Australia, https://vnexpress.net/nguoi-giau-trung-quoc-that-vong-ve-visa-vang-australia-4618342.html
1, Nhà tổ chức show áo yếm phản cảm bị đình chỉ 18 tháng, https://vnexpress.net/nha-to-chuc-show-ao-yem-phan-cam-bi-dinh-chi-18-thang-4618036.html
1, 'Mỹ nhân gợi cảm nhất thế giới' thích cạo gió, https://vnexpress.net/my-nhan-goi-cam-nhat-the-gioi-thich-cao-gio-giac-hoi-4614220.html
1, 'The Flash' - bi kịch của siêu anh hùng, https://vnexpress.net/giai-tri/phim/thu-vien-phim/the-flash-607
1, Phim 'Cuộc đời vẫn đẹp sao' bị chê lan man, https://vnexpress.net/giai-tri/phim/thu-vien-phim/cuoc-doi-van-dep-sao-576
1, Giải Quả Cầu Vàng bị bán, https://vnexpress.net/giai-qua-cau-vang-bi-ban-4617267.html
1, 'The Idol' - phim lạm dụng cảnh nóng, https://vnexpress.net/giai-tri/phim/thu-vien-phim/the-idol-602
1, Nàng tiên cá da màu Halle Bailey được khen 'hoàn hảo'?, https://vnexpress.net/nang-tien-ca-da-mau-halle-bailey-duoc-khen-hoan-hao-4610408.html
1, Nhiệt Ba bị chê 'quá đẹp' để đóng công tố viên, https://vnexpress.net/nhiet-ba-bi-che-qua-dep-de-dong-cong-to-vien-4612640.html
1, Lý do 'Fast & Furious' bị chê ngớ ngẩn, https://vnexpress.net/ly-do-fast-amp-furious-bi-che-ngo-ngan-4608991.html
1, Trần Anh Hùng nhận tràng vỗ tay bảy phút tại Cannes, https://vnexpress.net/tran-anh-hung-nhan-trang-vo-tay-bay-phut-tai-cannes-4609472.html
1, Pogba: 'Tôi như già đi 10 tuổi trong bảy tháng qua', https://vnexpress.net/pogba-toi-nhu-gia-di-10-tuoi-trong-bay-thang-qua-4618895.html
1, Nhà Glazer lấy tiền ở đâu mua lại Man Utd?, https://vnexpress.net/nha-glazer-lay-tien-o-dau-mua-lai-man-utd-4618751.html
1, Haaland được khen vì không học thói xấu của Grealish, https://vnexpress.net/haaland-duoc-khen-vi-khong-hoc-thoi-xau-cua-grealish-4618635.html
1, Man Utd bị hét giá 110 triệu USD cho tiền đạo 20 tuổi, https://vnexpress.net/man-utd-bi-het-gia-110-trieu-usd-cho-tien-dao-20-tuoi-4618137.html
1, Diễn viên Hương Giang ngày càng nóng bỏng sau khi chia tay Đình Tú: https://vietnamnet.vn/dien-vien-huong-giang-khoe-dang-nong-bong-khi-tro-lai-doc-than-2155594.html, https://vietnamnet.vn/duong-tinh-cua-phuong-oanh-truoc-khi-dang-ky-ket-hon-voi-shark-binh-2154981.html
1, 'Ca nương Kiều Anh sống như 'bà hoàng' bên chồng đại gia và 2 con: https://vietnamnet.vn/ca-nuong-kieu-anh-song-nhu-ba-hoang-ben-chong-dai-gia-sau-10-nam-yeu-2154246.html, https://vietnamnet.vn/sawajiri-erika-nhan-nhieu-loi-moi-dong-phim-sau-an-tu-18-thang-2155265.html
1, Đường tình của Phương Oanh trước khi đăng ký kết hôn với Shark Bình, https://vietnamnet.vn/hong-phuong-toi-ton-thuong-khi-bi-noi-kiem-tien-tren-xac-vu-linh-2155338.html
1, Diễn viên 'Một lít nước mắt' nhiều lời mời đóng phim sau án tù 18 tháng, https://vietnamnet.vn/nsnd-thanh-ngoan-duoc-chong-tre-kem-7-tuoi-yeu-chieu-dua-di-khap-the-gian-2154418.html
1, Cháu gái NSƯT Vũ Linh: Mẹ tôi kiện Hồng Loan vì cô 'cạn tàu ráo máng', https://vietnamnet.vn/soc-voi-ngoai-hinh-xap-xe-cua-tai-tu-leonardo-dicaprio-o-tuoi-49-2154893.html
1, NSND Thanh Ngoan được chồng kém 7 tuổi yêu chiều nhưng vẫn 'chưa trọn vẹn', https://vietnamnet.vn/gan-7-trieu-nguoi-xem-nguoi-dan-ong-quyen-ru-nhat-the-gioi-ngu-21-phut-2154746.html
1, Sốc với ngoại hình xập xệ của tài tử 'Titanic' Leonardo DiCaprio ở tuổi 49, https://vietnamnet.vn/cat-phuong-tuoi-53-tim-thay-tinh-yeu-bat-ngo-ben-ban-trai-viet-kieu-2153351.html
1, Gần 7 triệu người xem người đàn ông quyến rũ nhất thế giới... ngủ 21 phút, https://vietnamnet.vn/hoa-hau-choi-than-voi-tang-thanh-ha-van-goi-dau-nuoc-gao-o-penthouse-nhung-2154394.html
1, Chưa gặp mặt, https://vietnamnet.vn/mc-truyen-hinh-nga-song-soai-tren-san-khau-khi-dan-truc-tiep-2148641.html
1, Hoa hậu chơi thân với Tăng Thanh Hà vẫn gội đầu nước gạo, https://vietnamnet.vn/hoa-hau-nong-thuy-hang-ke-chuyen-vay-no-di-thi-hoa-hau-2148880.html
1, Hari Won tiết lộ lý do ‘không vừa lòng’ với MC Đại Nghĩa: https://vietnamnet.vn/hari-won-tiet-lo-ly-do-khong-vua-long-voi-mc-dai-nghia-2152687.html, https://vietnamnet.vn/le-duong-bao-lam-sac-tinh-than-tre-phun-thang-vao-thuy-ngan-2148179.html
1, MC nổi tiếng nói về chiêu trò của truyền hình thực tế: https://vietnamnet.vn/mc-tung-leo-noi-ve-chieu-tro-cua-truyen-hinh-thuc-te-2149299.html, https://vietnamnet.vn/vu-thu-phuong-quat-mang-loai-cam-dan-thang-tay-vi-thai-do-kem-2153617.html
1, MC truyền hình ngã sõng soài trên sân khấu khi dẫn trực tiếp, https://vietnamnet.vn/chuong-trinh-ho-ha-thanh-hang-va-huong-giang-tham-gia-chua-duoc-cap-phep-2147534.html
1, Lần hiếm hoi Nông Thuý Hằng tiết lộ chuyện vay nợ đi thi hoa hậu, https://vietnamnet.vn/jay-quan-vo-het-ke-hoach-khi-gap-chung-huyen-thanh-2147386.html
1, Lê Dương Bảo Lâm sặc tinh than tre, https://vietnamnet.vn/5-mc-bi-ky-luat-vi-clip-nhay-nhac-blackpink-noi-o-nhuc-cho-nghe-bao-2145666.html
1, Vũ Thu Phương quát mắng, https://vietnamnet.vn/sau-vu-hao-quang-ruc-ro-tran-thanh-van-dan-nguoi-ay-la-ai-mua-5-2143966.html
1, Chương trình có Hồ Hà, https://vnexpress.net/ong-putin-phan-doi-nhieu-diem-trong-de-xuat-hoa-binh-cua-chau-phi-4619018.html
1, Jay Quân ‘vỡ hết kế hoạch’ khi gặp Chúng Huyền Thanh, https://vnexpress.net/ukraine-gianh-lai-mot-ngoi-lang-o-zaporizhzhia-4619011.html
1, 5 MC bị kỷ luật vì clip nhảy nhạc BlackPink: 'Nỗi ô nhục cho nghề báo', https://vnexpress.net/de-xuat-co-che-khuyen-khich-dien-mat-troi-tu-dung-tai-nha-cong-so-4618888.html
1, Sau vụ 'hào quang rực rỡ', https://vnexpress.net/xuat-khau-sau-rieng-tang-18-lan-do-nhu-cau-tu-trung-quoc-4618752.html
0, Ông Putin phản đối nhiều điểm trong đề xuất hòa bình của châu Phi, https://vnexpress.net/ly-do-may-dieu-hoa-o-dong-nam-a-ngon-dien-hon-noi-khac-4618728.html
0, Ukraine giành lại một ngôi làng ở Zaporizhzhia, https://vnexpress.net/thu-tuong-nam-2025-ca-nuoc-dat-3-000-km-cao-toc-la-kha-thi-4618941.html
0, Đề xuất cơ chế khuyến khích điện mặt trời tự dùng tại nhà, https://vnexpress.net/chu-tich-nuoc-vo-van-thuong-tham-dao-phu-quy-4618682.html
0, Xuất khẩu sầu riêng tăng 18 lần do nhu cầu từ Trung Quốc, https://vnexpress.net/thu-tuong-tim-loi-giai-de-nha-o-xa-hoi-co-gia-phai-chang-4618568.html
0, Lý do máy điều hòa ở Đông Nam Á ngốn điện hơn nơi khác, https://vnexpress.net/bo-noi-vu-dang-xay-dung-bao-cao-lo-trinh-cai-cach-tien-luong-4618537.html
0, Thủ tướng: 'Năm 2025 cả nước đạt 3.000 km cao tốc là khả thi', https://vnexpress.net/de-nghi-bo-noi-vu-xay-dung-ngan-hang-de-thi-cong-chuc-4618090.html
0, Chủ tịch nước Võ Văn Thưởng thăm đảo Phú Quý, https://vnexpress.net/gia-khi-dot-chau-au-tang-vot-tro-lai-4618711.html
0, Thủ tướng: Tìm lời giải để nhà ở xã hội 'có giá phải chăng', https://vnexpress.net/yen-xuong-thap-nhat-15-nam-so-voi-euro-4618671.html
0, Bộ Nội vụ đang xây dựng báo cáo lộ trình cải cách tiền lương, https://vnexpress.net/nguy-co-khung-hoang-nha-o-toan-cau-4618276.html
0, Đề nghị Bộ Nội vụ xây dựng ngân hàng đề thi công chức, https://vnexpress.net/can-ho-3-000-usd-o-trung-quoc-duoc-san-lung-4618221.html
0, Giá khí đốt châu Âu tăng vọt trở lại, https://vnexpress.net/ty-phu-tung-giau-nhat-trung-quoc-no-luc-cuu-de-che-bat-dong-san-4618032.html
0, Yen xuống thấp nhất 15 năm so với euro, https://vnexpress.net/biet-thu-dat-nhat-dubai-gia-204-trieu-usd-4617525.html
0, Nguy cơ khủng hoảng nhà ở toàn cầu, https://vnexpress.net/tiktok-muon-dau-tu-hang-ty-usd-vao-dong-nam-a-4617917.html
0, Căn hộ 3.000 USD ở Trung Quốc được săn lùng, https://vnexpress.net/bill-gates-co-the-sap-gap-ong-tap-tai-trung-quoc-4617818.html
0, Tỷ phú từng giàu nhất Trung Quốc nỗ lực cứu đế chế bất động sản, https://vnexpress.net/bat-dong-san-trung-quoc-tiep-tuc-suy-yeu-4617499.html
0, Biệt thự đắt nhất Dubai giá 204 triệu USD, https://vnexpress.net/lam-phat-my-ha-nhiet-lam-tang-kha-nang-fed-ngung-nang-lai-4617294.html
0, Tiktok muốn đầu tư hàng tỷ USD vào Đông Nam Á, https://vnexpress.net/robot-nasa-chup-anh-sao-hoa-chia-doi-thoi-gian-4618618.html
0, Bill Gates có thể sắp gặp ông Tập tại Trung Quốc, https://vnexpress.net/dan-vooc-quy-hiem-o-cat-ba-4618830.html
0, Bất động sản Trung Quốc tiếp tục suy yếu, https://vnexpress.net/trung-quoc-che-tao-dau-may-tau-hydro-manh-nhat-the-gioi-4618862.html
0, Lạm phát Mỹ hạ nhiệt làm tăng khả năng Fed ngừng nâng lãi, https://vnexpress.net/dung-ten-lua-de-cat-ngan-thoi-gian-bay-quoc-te-4618610.html
0, Robot NASA chụp ảnh sao Hỏa 'chia đôi' thời gian, https://vnexpress.net/truc-vot-xac-thuyen-khau-tay-co-xua-nhat-dia-trung-hai-4618613.html
0, Đàn voọc quý hiếm ở Cát Bà, https://vnexpress.net/binance-my-thong-bao-ngung-rut-tien-4615812.html
0, Trung Quốc chế tạo đầu máy tàu hydro 'mạnh nhất thế giới', https://vnexpress.net/san-tien-so-lon-nhat-my-bi-kien-4614533.html
0, Dùng tên lửa để cắt ngắn thời gian bay quốc tế, hhttps://vnexpress.net/elon-musk-bi-kien-vi-thoi-gia-dogecoin-4612891.html
0, Trục vớt xác thuyền khâu tay cổ xưa nhất Địa Trung Hải, https://vnexpress.net/dau-hieu-tro-lai-cua-startup-blockchain-4611388.html
0, Binance Mỹ thông báo ngừng rút tiền, https://vnexpress.net/ung-vien-tong-thong-my-ung-ho-bitcoin-4609349.html
0, Sàn tiền số lớn nhất Mỹ bị kiện, https://vnexpress.net/trieu-chung-bat-thuong-sau-an-canh-bao-ung-thu-ruot-4618988.html
0, Elon Musk bị kiện vì thổi giá Dogecoin, https://vnexpress.net/gan-hai-trieu-nguoi-benh-dai-thao-duong-nguy-co-mu-loa-4618767.html
0, Dấu hiệu trở lại của startup blockchain, https://vnexpress.net/giam-5-cm-vong-eo-sau-hai-tuan-an-theo-quy-tac-ban-tay-4617690.html
0, Ứng viên tổng thống Mỹ ủng hộ Bitcoin, https://vnexpress.net/phat-hien-ung-thu-phoi-sau-gan-mot-nam-dau-lung-4618898.html
0, Triệu chứng bất thường sau ăn cảnh báo ung thư ruột, https://vnexpress.net/tp-hcm-muon-tro-thanh-trung-tam-du-lich-y-te-cua-dong-nam-a-4618667.html
0, Gần hai triệu người bệnh đái tháo đường nguy cơ mù lòa, https://vnexpress.net/4-he-luy-suc-khoe-khi-dung-quat-suot-dem-4618529.html
0, Giảm 5 cm vòng eo sau hai tuần ăn theo 'quy tắc bàn tay', https://vnexpress.net/tham-an-gia-dinh-bi-sat-hai-8-thang-khong-ai-phat-hien-4617573.html
0, Phát hiện ung thư phổi sau gần một năm đau lưng, https://vnexpress.net/toi-ac-che-giau-12-nam-sau-vu-thi-the-trong-thung-sat-4617126.html
0, TP HCM muốn trở thành trung tâm du lịch y tế của Đông Nam Á, https://vnexpress.net/toi-ac-sau-cai-chet-bi-tham-cua-hai-nguoi-vo-4615716.html
0, 4 hệ lụy sức khỏe khi dùng quạt suốt đêm, https://vnexpress.net/1-85-diem-moi-mon-trung-tuyen-lop-10-cong-lap-4618719.html
0, Vụ thảm án cả gia đình bị sát hại, https://vnexpress.net/dai-hoc-ngoai-thuong-ly-giai-diem-chuan-hoc-ba-tren-30-4618695.html
0, 12 năm truy tìm kẻ giấu xác nhân tình trong thùng sắt, https://vnexpress.net/hoc-sinh-viet-dung-dau-cuoc-thi-hoa-quoc-te-4618633.html
0, Cái chết bí ẩn của hai bà vợ trong cùng một nhà, https://vnexpress.net/gan-47-000-hoc-sinh-dang-ky-mien-thi-ngoai-ngu-tot-nghiep-thpt-4618563.html
0, 1, https://vnexpress.net/giang-vien-viet-nhan-giai-thuong-cua-vien-han-lam-khoa-hoc-phap-4617811.html
0, Đại học Ngoại thương lý giải điểm chuẩn học bạ trên 30, https://vnexpress.net/fpt-software-tim-kiem-ung-vien-cho-cau-lac-bo-lap-trinh-nhi-4618460.html
0, Học sinh Việt đứng đầu cuộc thi Hóa quốc tế, https://vnexpress.net/truong-chuyen-ngoai-ngu-lay-diem-chuan-cao-nhat-6-4-diem-mon-4618095.html
0, Gần 47.000 học sinh đăng ký miễn thi Ngoại ngữ tốt nghiệp THPT, https://vnexpress.net/nhieu-phu-huynh-hoc-sinh-mua-thiet-bi-gian-lan-thi-cu-4617826.html
0, Giảng viên Việt nhận giải thưởng của Viện Hàn lâm khoa học Pháp, https://vnexpress.net/thu-khoa-chuyen-su-pham-dat-35-75-diem-4617896.html
0, FPT Software tìm kiếm ứng viên cho câu lạc bộ lập trình nhí, https://vnexpress.net/lop-10-toan-lay-diem-chuan-cao-nhat-truong-chuyen-su-pham-4617580.html
0, Trường chuyên Ngoại ngữ lấy điểm chuẩn cao nhất 6, https://vnexpress.net/diem-chuan-lop-10-ha-noi-co-the-tang-1-1-25-4617067.html
0, Nhiều phụ huynh, https://vietnamnet.vn/tuyen-viet-nam-nhan-tin-vui-truoc-tran-gap-syria-2155682.html 
0, Thủ khoa chuyên Sư phạm đạt 35, https://vietnamnet.vn/lich-thi-dau-cua-u17-viet-nam-tai-vck-u17-chau-a-2023-2152493.html 
0, Lớp 10 Toán lấy điểm chuẩn cao nhất trường chuyên Sư phạm, https://vietnamnet.vn/lai-suat-ngay-17-6-nhieu-ngan-hang-giam-ngay-lai-suat-sau-quyet-dinh-cua-nhnn-2155619.html 
0, 'Điểm chuẩn lớp 10 Hà Nội có thể tăng 1-1, https://tuoitre.vn/hanh-khach-dai-nao-bang-mieng-khien-te-thien-cung-phai-bai-phuc-20190823210023505.htm
0, Tuyển Việt Nam nhận tin vui trước trận gặp Syria , https://tuoitre.vn/giat-gan-ve-su-lac-hau-cua-y-te-20190815105341795.htm
0, Lịch thi đấu của U17 Việt Nam tại VCK U17 châu Á 2023 mới nhất , https://tuoitre.vn/tham-nhung-vat-luon-co-mat-tren-tung-cay-so-20190815110056848.htm
0, Lãi suất ngày 17/6: Nhiều ngân hàng giảm ngay lãi suất sau quyết định của NHNN , https://tuoitre.vn/dao-ngoc-ngap-nho-nuoc-2019081512092198.htm
1, Hành khách 'đại náo' bằng miệng khiến Tề Thiên cũng phải bái phục, https://tuoitre.vn/luat-da-luat-20190815103110193.htm
1, 'Giật gân' về sự lạc hậu của y tế, https://vietnamnet.vn/gia-xang-dau-hom-nay-17-6-tim-thay-dong-luc-di-len-2155514.html 
1, Tham nhũng vặt luôn có mặt trên từng cây số, https://vietnamnet.vn/gia-vang-hom-nay-17-6-gia-vang-tang-nhe-2155507.html 
1, Đảo Ngọc ngập nhờ... nước, https://vietnamnet.vn/gao-nep-thom-ngon-nhieu-loi-ich-nhungmot-so-nguoi-khong-nen-an-2155556.html 
1, Luật 'đá' luật, https://vietnamnet.vn/q-a-nuoc-che-va-ca-phe-loai-nao-chua-nhieu-caffeine-loai-nao-tot-cho-suc-khoe-2153873.html 
0, Giá xăng dầu hôm nay 17/6: Tìm thấy động lực đi lên , https://vietnamnet.vn/giam-nguy-co-mac-7-loai-ung-thu-neu-tap-the-duc-7-5-15-gio-moi-tuan-2153533.html 
0, Giá vàng hôm nay 17/6: Tăng nhẹ do USD suy yếu , https://vietnamnet.vn/an-qua-tao-co-nhieu-loi-ich-suc-khoe-giam-nguy-co-om-dau-va-keo-dai-tuoi-tho-2146981.html 
0, Gạo nếp thơm ngon, https://tuoitre.vn/khi-dai-duong-len-tieng-20190805104823213.htm
0, So sánh hàm lượng chất kích thích trong trà và cà phê , https://tuoitre.vn/5-nam-ruoi-khong-tiep-dan-ngay-nao-20190801130701598.htm
0, Giảm nguy cơ mắc 7 loại ung thư nếu thực hiện hành động này mỗi ngày , https://tuoitre.vn/mang-nguoi-cha-quy-bang-xe-20190801130952762.htm
0, Loại quả ăn mỗi ngày giúp giảm nguy cơ ốm đau , https://tuoitre.vn/biem-hoa-toi-nghiep-thang-ong-hut-20190805104254941.htm
1, Khi đại dương lên tiếng, https://tuoitre.vn/biem-hoa-chon-nganh-hay-de-nganh-chon-minh-20190805102726943.htm
1, 5 năm rưỡi không tiếp dân ngày nào!, https://tuoitre.vn/cu-tri-nhon-nhac-hoi-nhau-dai-dien-cua-to-di-dau-mat-roi-20190801115005285.htm
1, Mạng người chả quý bằng xe, https://tuoitre.vn/xe-cong-viec-tu-20190801115706907.htm
1, Biếm họa: Tội nghiệp thằng ống hút..., https://vietnamnet.vn/gia-mao-giay-to-bo-y-te-de-quang-cao-san-pham-dac-tri-tuyen-giap-2155379.html 
1, Biếm họa: chọn ngành hay để ngành chọn mình?, https://vietnamnet.vn/nhieu-giai-phap-ai-ho-tro-bac-si-viet-chan-doan-dieu-tri-benh-2153232.html 
1, Cử tri nhớn nhác hỏi nhau: Đại diện của tớ đi đâu mất rồi?, https://vietnamnet.vn/ngo-doc-sau-5-phut-an-nuoc-mang-chua-tu-muoi-2155474.html 
1, Xe công việc tư, https://vietnamnet.vn/bao-dom-phuc-kich-tom-gon-ngua-van-trong-nhay-mat-2155002.html 
0, Giả mạo giấy tờ Bộ Y tế để quảng cáo sản phẩm 'đặc trị tuyến giáp' , https://vietnamnet.vn/kham-pha-khach-san-sau-nhat-the-gioi-chi-mo-cua-duy-nhat-mot-ngay-moi-tuan-2154809.html 
0, Nhiều giải pháp AI hỗ trợ bác sĩ Việt chẩn đoán, https://vietnamnet.vn/thieu-nu-ha-thanh-ru-nhau-check-in-mua-sen-no-ro-dep-ngan-ngothieu-nu-ha-thanh-ru-nhau-check-in-mua-sen-no-ro-dep-ngan-ngo-2154648.html 
0, Ngộ độc sau 5 phút ăn nước măng chua tự muối , https://vietnamnet.vn/dong-hoa-trong-tren-ruong-bac-thang-diem-den-moi-dep-nhu-canh-phim-o-hoa-binh-2150246.html 
0, Báo đốm phục kích tóm gọn ngựa vằn trong nháy mắt , https://vietnamnet.vn/dac-san-dien-bien-thom-ngon-hap-dan-du-khach-thuong-thuc-2155007.html 
0, Khám phá khách sạn sâu nhất thế giới chỉ mở cửa duy nhất một ngày mỗi tuần , https://vietnamnet.vn/khu-pho-co-ngap-mau-xanh-chi-co-o-morocco-2155260.html 
0, Thiếu nữ Hà thành rủ nhau check-in mùa sen nở rộ đẹp ngẩn ngơ , https://vietnamnet.vn/an-tuong-hau-giang-2023-nhieu-doi-moi-mang-den-sac-mau-khac-biet-2155203.html 
0, Đồng hoa trồng trên ruộng bậc thang, https://vietnamnet.vn/ngan-chan-gan-7-000-website-lua-dao-vi-pham-phap-luat-2155478.html 
0, Pa Pỉnh Tộp cùng loạt đặc sản Điện Biên lạ miệng, https://vietnamnet.vn/chatbot-ai-voi-kha-nang-chat-ve-tranh-bang-tieng-viet-2155443.html 
0, Khu phố cổ ngập màu xanh chỉ có ở Morocco , https://vietnamnet.vn/tri-tue-nhan-tao-buoc-vao-the-gioi-ngon-ngu-tieng-viet-2154982.html 
0, “Ấn tượng Hậu Giang” 2023 nhiều đổi mới, https://tuoitre.vn/biem-hoa-the-thao-khieu-dam-20190803110314156.htm
0, Ngăn chặn gần 7.000 website lừa đảo, https://tuoitre.vn/may-biet-tao-la-ai-khong-2019080115161177.htm
0, Chatbot AI với khả năng chat, https://tuoitre.vn/loc-lua-co-bua-ca-tra-phan-thung-20190718131324567.htm
0, Trí tuệ nhân tạo bước vào thế giới ngôn ngữ tiếng Việt , https://tuoitre.vn/cho-du-kinh-nghiem-thoi-roi-luom-oi-201907181317064.htm
1, Biếm họa 'thể thao khiêu dâm', https://tuoitre.vn/luat-le-long-leo-beo-cho-ke-lua-20190718130707764.htm
1, Mày biết tao là ai không?, https://tuoitre.vn/tham-nhung-vat-co-mat-tren-tung-cay-so-20190718131009005.htm
1, Lọc lừa có bữa cá tra 'phản thùng', https://tuoitre.vn/vi-sao-chung-ta-can-phai-hoc-tieng-anh-20190718104435346.htm
1, Chờ đủ kinh nghiệm, https://vietnamnet.vn/mang-xa-hoi-reviewcongty-bi-to-dang-tai-thong-tin-sai-su-that-ve-doanh-nghiep-2155413.html 
